ID_REF,sputum from pulmonary tuberculosis patient1,sputum from pulmonary tuberculosis patient1(dye flip),sputum from pulmonary tuberculosis patient 2,sputum from pulmonary tuberculosis patient 3,sputum from pulmonary tuberculosis patient 3 (dye flip),sputum from pulmonary tuberculosis patient 4,sputum from pulmonary tuberculosis patient 5,sputum from pulmonary tuberculosis patient 5 (dye flip),sputum from pulmonary tuberculosis patient 6,sputum from pulmonary tuberculosis patient 7,sputum from pulmonary tuberculosis patient 7 (dye flip),,,,,,,,
130209,1.40508,-0.0680156,0.1362,1.18901,-0.145636,-0.551285,1.27821,0.220297,-0.475868,0.815445,0.213164,,,,,,,,
130210,0.533113,0.215885,0.377484,0.488321,0.296304,0.594876,0.34588,-0.0680729,0.0881324,0.736226,0.532719,,,,,,,,
130211,2.18814,0.637571,1.6206,1.06821,0.662357,0.977608,2.10181,1.21626,1.22366,3.05594,2.15489,,,,,,,,
130212,0.591978,0.0816425,0.270442,0.515579,0.346316,0.52027,0.690062,0.111737,0.016308,1.22796,1.09526,,,,,,,,
130213,-2.03298,-0.489922,-1.85227,-1.82684,-0.650797,-1.23392,-1.14086,-1.01577,-0.849424,-1.31368,-1.15795,,,,,,,,
130214,1.09529,-0.0113025,0.903871,1.16072,-0.0875172,0.838838,0.473446,-0.206018,-0.491049,null,0.0561107,,,,,,,,
130215,1.46362,0.496496,1.339,0.658354,0.867063,0.417412,1.32262,0.504271,0.599788,1.9028,1.40529,,,,,,,,
130301,0.574827,0.0551252,0.176364,0.165137,0.0159683,0.286654,0.332955,-0.388181,-0.875742,-0.87553,null,,,,,,,,
130302,0.448966,0.284857,-0.00247355,-0.159692,0.273032,0.125033,0.0481565,-0.328674,-0.565649,-0.842015,-0.402366,,,,,,,,
130303,2.24202,0.0657171,0.783127,1.37663,-0.509033,0.530906,2.89928,0.724395,1.03956,2.62939,2.66368,,,,,,,,
130304,0.969088,-0.171432,0.898318,0.59177,0.106008,-0.304843,1.26451,-0.396237,-0.591053,0.100662,0.325592,,,,,,,,
130305,1.62493,0.307935,1.07158,1.00867,0.146293,0.8444,1.04364,0.157512,-0.346637,0.938431,0.828452,,,,,,,,
130306,0.854401,0.172574,0.787436,0.359545,0.245596,0.978398,0.449681,-0.121526,-0.759914,-0.779406,0.198355,,,,,,,,
130307,-3.88202,-0.119139,-1.80347,-1.97659,-0.46195,-0.769394,-1.37957,-0.414021,-0.924672,-2.79643,-1.25645,,,,,,,,
130308,0.91826,0.13791,0.0580733,0.258863,0.210796,0.483024,1.08273,0.570259,0.236508,0.777327,0.76024,,,,,,,,
130309,1.13833,0.0631302,0.697718,0.474125,0.330464,0.617368,0.800738,0.349192,0.203737,1.0885,0.779739,,,,,,,,
130310,0.404599,-0.162043,0.289677,-0.0451583,0.190256,-0.212253,-0.0201365,0.0812371,null,-0.0528882,0.31255,,,,,,,,
130311,-0.0853131,0.166874,0.0421617,0.29261,0.18434,0.0569266,0.487921,0.122646,0.757484,0.695414,0.605797,,,,,,,,
130312,-1.18774,-0.106417,-1.01734,-0.424176,0.167507,-0.792288,-1.07111,-0.637562,-1.02065,-1.03011,-0.862322,,,,,,,,
130313,0.904936,0.0897552,0.81583,0.670938,0.0408961,0.521198,0.208243,-0.317394,-0.223887,null,0.105703,,,,,,,,
130314,-1.16023,-0.0806974,-0.574883,-0.0412988,0.09077,-0.450839,-0.840767,-0.86933,-1.04475,-0.7832,-0.548955,,,,,,,,
130315,-0.237052,-0.0921335,0.0858057,0.261289,0.298464,-1.33204,0.264321,-0.243136,0.372922,1.03268,0.415229,,,,,,,,
130401,-0.0674987,-0.33196,-0.0612105,0.729501,-0.35377,-1.05529,0.450294,-0.313061,-0.95623,-0.582681,-1.30497,,,,,,,,
130402,1.42706,0.479044,0.994386,0.924161,0.728105,0.777378,1.17841,0.239112,-0.303262,null,0.522385,,,,,,,,
130403,-0.245838,-0.0614672,-0.41124,0.0765975,0.241439,-0.540184,0.0359439,-0.515588,-0.356927,null,0.883315,,,,,,,,
130404,0.401346,0.102954,0.556237,null,0.0452644,0.291941,-0.0956709,-0.156035,-0.423218,-1.21774,0.370107,,,,,,,,
130405,1.20803,0.250669,1.14511,0.74778,0.454762,0.131818,0.610572,-0.337114,-0.31769,null,0.88989,,,,,,,,
130406,0.692346,0.146402,0.143635,-0.608023,0.0978513,-0.0224052,-0.276676,-0.579054,-1.02287,-0.93518,-0.288936,,,,,,,,
130407,-0.448175,0.233326,-0.161389,0.448571,0.510954,-0.0648103,0.180687,0.359017,-0.0891994,0.346313,0.909906,,,,,,,,
130408,0.449757,-0.109882,-0.401361,0.646953,-0.571166,1.27088,1.17789,0.962661,1.06486,0.335383,0.983335,,,,,,,,
130409,1.23914,0.116947,0.601267,0.914494,0.247143,-0.0376658,0.68519,0.350819,null,1.29949,0.583617,,,,,,,,
130410,1.16194,0.172913,0.820544,0.911744,0.340969,0.633417,1.08853,0.415544,0.302676,2.00734,1.06215,,,,,,,,
130411,0.538958,0.168478,0.0172265,-0.0664545,0.360914,-0.141201,0.173556,0.0298413,0.0478346,-0.0471814,0.55133,,,,,,,,
130412,-0.65131,0.28601,-0.542831,-0.790127,0.279932,0.149439,-0.0524113,0.383305,0.750015,0.942269,0.663323,,,,,,,,
130413,-0.250833,0.0549186,0.000795805,0.293516,0.134598,0.180329,-0.448664,null,-0.829001,-0.651608,-0.681481,,,,,,,,
130414,1.72664,0.284683,1.28704,1.37959,0.486772,1.01877,0.411934,-0.274069,-0.389894,0.126941,-0.314313,,,,,,,,
130415,0.559018,0.242344,0.712812,0.702384,0.554594,0.437344,0.442226,-0.398188,-0.367863,0.542762,0.0253904,,,,,,,,
130501,0.900219,0.31622,0.768932,0.287937,0.574959,0.0827298,0.738617,null,-0.126393,0.64089,null,,,,,,,,
130502,-0.31434,-0.0429511,0.00448778,-0.626416,0.0965356,-0.344489,0.207892,-0.445838,-1.14978,-1.44082,-0.689399,,,,,,,,
130503,-1.33368,-0.0125007,-1.267,-0.80257,-0.611457,-0.733361,-0.985988,-1.19686,-1.48245,-2.02066,-0.928045,,,,,,,,
130504,-1.78811,-0.492388,-0.358249,null,-0.66869,-0.66649,-1.09031,-1.17352,-0.977218,-1.63385,-0.421976,,,,,,,,
130505,-1.40728,-0.379455,-0.0319393,-0.225809,-0.367787,-0.391898,0.0414247,-0.390025,-0.72005,-0.0645917,0.42244,,,,,,,,
130506,-0.447656,0.138569,0.208769,null,0.173239,0.126706,null,0.0755919,-0.334566,-0.162531,0.762731,,,,,,,,
130507,0.0282161,0.0745151,-0.116618,0.20435,0.251926,0.268816,-0.489256,0.18321,-0.365817,-0.265985,0.30389,,,,,,,,
130508,0.956291,0.420966,0.500841,0.724302,0.762174,0.57641,0.205769,0.488878,0.10389,0.297955,0.506128,,,,,,,,
130509,0.982525,0.175331,0.299957,0.6755,0.248636,0.53847,0.60164,0.355627,0.166144,0.569079,0.282359,,,,,,,,
130510,1.025,0.161341,0.829571,0.553856,0.546413,0.598033,0.736306,0.544317,0.514068,null,1.08996,,,,,,,,
130511,1.35643,0.277418,0.93425,1.05733,0.559831,0.793705,1.29257,0.308173,0.172287,1.52638,1.01604,,,,,,,,
130512,-0.593444,0.00812839,-0.402157,0.0564579,-0.0363733,-0.0877276,-0.288482,-0.0480811,-0.461302,-0.339381,-0.289173,,,,,,,,
130513,0.658426,0.477951,0.821066,0.96146,0.664595,1.2119,0.654295,-0.00351109,-0.249032,0.71326,0.199263,,,,,,,,
130514,0.0293007,0.317809,0.0802105,-0.835428,0.28648,0.473079,0.610088,0.448621,0.868324,1.08908,1.39821,,,,,,,,
130515,-0.634256,-0.177364,-0.00267881,-0.0457904,0.0698271,-0.276055,-0.290712,-0.943527,-0.831801,-0.374122,-0.489675,,,,,,,,
130601,-1.33306,-0.248305,-0.913479,-0.467346,-0.563358,-0.705939,null,-0.0276111,null,null,null,,,,,,,,
130602,0.385585,0.226381,0.335562,-0.454014,0.270917,0.10853,0.794575,-0.215152,-0.213953,-0.421102,0.0357127,,,,,,,,
130603,0.151067,0.134906,0.339026,0.390892,0.237145,0.0779421,0.146494,-0.0610158,-0.488164,-0.245995,0.607153,,,,,,,,
130604,-1.13562,-0.120854,-1.1,-0.484022,-0.230988,-0.186303,-1.37668,-1.73792,-1.77017,-2.80166,-0.772454,,,,,,,,
130605,1.10532,0.199563,0.691122,0.590109,0.304819,0.611623,0.226366,-0.0124324,-0.20221,0.236258,0.664871,,,,,,,,
130606,-0.69993,0.279815,-0.549863,0.0861164,0.307224,-0.116424,-0.859052,-0.682673,-1.31657,-2.06849,-0.745568,,,,,,,,
130607,-0.972622,0.0501365,-0.601066,-1.15774,0.215681,-0.122857,-1.35854,-0.382562,-1.20489,-1.50085,-0.893515,,,,,,,,
130608,-3.04027,-0.415963,-2.94753,-2.64183,-1.06622,-0.626757,-2.44549,-0.311431,-1.16161,-3.07368,-1.86305,,,,,,,,
130609,1.65578,0.395339,1.28448,0.917147,0.578472,1.12112,1.88052,1.70158,1.71242,2.26676,2.55084,,,,,,,,
130610,1.10484,0.156362,0.529688,0.0907357,0.621723,1.06417,0.165557,0.0926113,0.211143,1.06292,0.254734,,,,,,,,
130611,-0.0719763,0.155837,0.227709,0.251897,0.27568,0.295866,0.359625,0.102981,0.00552289,0.482769,0.134242,,,,,,,,
130612,-0.184307,0.0370655,-0.0321373,0.266865,0.118876,-0.209244,0.0290831,-0.612144,-0.460093,0.348889,-0.267977,,,,,,,,
130613,0.0449412,0.0474174,0.174674,0.577822,0.133124,0.266173,-0.541863,-0.487308,-1.19441,-1.11495,null,,,,,,,,
130614,1.37637,-0.0184289,0.854091,1.62735,0.181929,-0.337465,0.911994,-0.333858,0.105766,0.583625,0.175628,,,,,,,,
130615,-2.35619,-0.439684,-1.93951,-2.64026,-0.660107,-1.88897,0.0132745,-1.01921,0.188939,0.177276,-0.555748,,,,,,,,
130701,-1.06407,0.0328107,-0.478626,-0.31614,-0.0193378,-0.304519,-0.0727582,0.0126411,0.0951178,0.413734,null,,,,,,,,
130702,0.928471,0.287421,0.716873,0.445949,0.331684,0.297245,0.695672,0.0527763,0.680178,0.648173,1.31416,,,,,,,,
130703,-0.372097,-0.111672,-0.679518,-0.498708,-0.0171511,0.110738,-0.845833,-0.632713,0.399876,-0.695356,0.232141,,,,,,,,
130704,1.05765,-0.0713867,1.0809,0.58722,0.113732,0.423942,0.502946,-0.530122,-0.800995,0.970578,0.65562,,,,,,,,
130705,-1.36307,-0.353262,-1.05832,-1.38021,-0.685757,-1.12759,-1.36798,-1.09109,-1.13477,-1.0603,-0.780165,,,,,,,,
130706,1.11591,0.194111,0.722099,0.325664,0.47121,0.597242,0.149486,-0.1083,-0.0710242,0.98423,0.988669,,,,,,,,
130707,-0.131131,-0.45296,0.919958,0.137399,-0.191272,-0.401484,0.163313,0.242381,-0.828839,-0.414798,-0.128959,,,,,,,,
130708,-1.11878,-0.423007,-1.52923,-1.60887,-0.317101,-1.17739,-0.0282226,0.490669,-0.985431,-1.19164,-0.470822,,,,,,,,
130709,-1.49869,-0.188391,-1.67324,-1.66868,-0.207887,-0.711499,-1.53534,-0.286973,-0.293062,-1.30233,-0.962473,,,,,,,,
130710,0.958528,0.104298,0.888785,0.0815199,0.209509,0.5797,0.949906,0.714167,0.71369,1.34171,1.04637,,,,,,,,
130711,-0.778761,-0.00398343,-0.857818,-1.24908,-0.41208,-0.714974,-0.742657,-0.575173,-0.474709,-0.909113,-1.01138,,,,,,,,
130712,-2.92683,-0.876522,-2.49011,-2.7933,-0.604683,-1.84149,-2.12237,-1.06359,-1.33898,-2.50248,-2.06491,,,,,,,,
130713,0.42991,0.181639,0.0615147,0.0342162,0.153733,0.246173,0.358843,0.12905,-0.0107399,1.51192,0.524781,,,,,,,,
130714,0.75452,0.290611,0.869364,0.206761,0.631941,0.131446,0.557894,0.138909,0.136102,0.970661,0.744272,,,,,,,,
130715,-0.432103,0.242405,-0.0571462,-1.01278,0.2405,0.163965,0.20353,-0.728529,-0.57493,-0.818562,-0.515792,,,,,,,,
130801,1.7929,-0.0159472,1.12562,0.540626,0.461276,0.649406,1.02424,-0.232334,-0.168889,0.259333,null,,,,,,,,
130802,0.978321,0.304497,0.593697,0.680277,0.631703,0.265413,1.197,0.0202449,-0.0505481,0.409098,0.438217,,,,,,,,
130803,1.05471,-0.0825679,0.73027,0.561831,-0.132303,-0.594899,1.01195,0.605514,0.339882,1.36037,1.79262,,,,,,,,
130804,0.557061,0.269178,0.659784,0.166609,0.327528,0.151472,0.292388,0.616574,0.764041,1.61699,1.95215,,,,,,,,
130805,1.58544,0.100774,0.0682246,2.20017,-0.162023,0.963769,1.84286,1.46265,0.993006,1.12477,1.85598,,,,,,,,
130806,-0.932133,-0.297432,-0.56291,-0.270296,-0.323884,-0.6481,-0.745557,-0.448572,-0.513266,0.130908,-0.383866,,,,,,,,
130807,0.214482,0.0467824,-0.00455494,-0.811487,-0.16051,0.551893,0.24336,-0.609585,-1.46703,-1.06599,-0.750871,,,,,,,,
130808,-2.60958,-0.53965,-2.74012,-0.199065,-0.385269,-0.691958,-1.60711,-0.0379691,-1.36332,-2.70672,-1.67449,,,,,,,,
130809,-0.87742,-0.164508,-1.30474,-0.699546,-0.071473,-0.133696,0.156904,1.41484,0.842418,-0.212322,0.945004,,,,,,,,
130810,-0.598287,0.0330699,-0.273762,-0.19273,-0.0845188,0.0400943,-0.896818,-0.162947,-0.239179,-1.60086,-1.03211,,,,,,,,
130811,-3.62828,-0.772612,-2.8462,-3.36219,-1.31794,-2.2634,-2.22816,-1.03801,-1.24752,-2.77351,-2.64674,,,,,,,,
130812,-3.08564,-1.24392,-2.40134,-1.95522,-1.18172,-2.21209,-1.57252,-0.988583,-0.828343,-2.05195,-1.92956,,,,,,,,
130813,-2.80439,-0.567665,-2.18384,-2.96937,-0.662388,-1.50536,-1.47313,-0.787407,-1.05814,-2.3262,-1.878,,,,,,,,
130814,-1.16763,-0.119565,-0.787679,-0.932468,-0.434082,-0.498308,-0.942621,-0.788413,-0.730403,-0.982234,-0.997692,,,,,,,,
130815,-0.381198,0.2474,0.109601,-0.183842,0.334316,0.170009,0.339206,-0.363607,-0.32353,0.106854,-0.272363,,,,,,,,
130901,0.402132,0.0725314,0.772571,0.450065,0.313616,0.494815,1.25241,0.0830871,-0.0716447,1.33093,null,,,,,,,,
130902,0.493329,0.265096,0.583202,0.804506,0.228128,0.276122,-0.121988,-0.262908,-0.378144,0.244958,-0.770985,,,,,,,,
130903,-3.24892,-0.44153,-2.51596,-2.04268,-0.556898,-1.17488,-2.43665,-1.07392,-1.30731,-2.66609,-1.75405,,,,,,,,
130904,0.219796,0.24505,0.433611,0.173056,0.391751,0.104686,-0.382703,-0.462843,-0.355742,-0.360932,0.277725,,,,,,,,
130905,-1.41289,-0.860799,-0.773142,-1.63687,-0.566704,-1.99932,-0.951349,-0.960803,-0.526662,-1.46276,-1.06023,,,,,,,,
130906,1.13033,0.243751,0.961983,1.29295,0.392143,0.577415,0.357904,0.126081,-0.0367716,null,0.697598,,,,,,,,
130907,1.13958,0.352752,0.865733,0.382846,0.530263,0.654051,1.01525,0.654813,0.637206,1.20976,1.79923,,,,,,,,
130908,-1.12433,0.140697,-0.648266,-1.05952,0.247404,-0.227954,-0.745564,0.053198,-0.531371,-0.617354,-0.395052,,,,,,,,
130909,0.598882,0.329512,0.197025,0.0936331,0.371814,0.437789,0.000190414,0.0615489,0.324554,-0.345578,-0.514858,,,,,,,,
130910,1.35164,0.236712,0.976235,0.686636,0.580224,0.597213,0.691779,0.151683,null,0.953906,0.535295,,,,,,,,
130911,-0.549459,0.110172,-0.5376,-0.328934,0.0632318,-0.218077,-0.105218,0.06768,null,0.0228918,-0.464882,,,,,,,,
130912,-0.356365,0.0555374,-0.0172942,-0.222344,0.0208893,-0.157513,null,-0.0305425,0.0469281,-0.439514,-0.407217,,,,,,,,
130913,1.41426,0.168159,0.800605,1.10709,0.141775,0.395184,1.10422,0.650323,0.485767,1.69451,0.567541,,,,,,,,
130914,1.31059,0.359505,1.00095,1.34109,0.499565,0.301208,1.90637,0.67122,0.932352,1.92316,1.53314,,,,,,,,
130915,0.720005,0.206274,0.793738,0.554582,0.177742,0.39727,1.0544,-0.465311,0.195708,0.743174,0.42388,,,,,,,,
131001,0.699254,0.246979,0.934918,0.233004,0.583719,0.499377,0.571554,0.061837,-0.241625,0.110042,null,,,,,,,,
131002,-0.441498,-0.136352,-0.212869,-0.920776,-0.0544554,-0.549997,-0.65896,-0.795245,0.103515,-1.16054,-0.632477,,,,,,,,
131003,1.7797,0.330144,1.45769,1.33731,0.240899,1.27431,1.76152,0.322338,0.281971,2.48164,1.23336,,,,,,,,
131004,1.78576,0.0288052,1.25194,1.46338,0.52214,0.153939,0.571607,0.763379,0.69556,1.43808,1.65054,,,,,,,,
131005,0.548593,0.359555,0.920319,0.295347,0.628369,1.06359,-0.0304453,0.350097,-0.0118408,0.21002,1.12921,,,,,,,,
131006,1.22443,-0.0569897,1.4659,1.32385,0.151774,0.888069,0.402668,0.0721877,-0.0356611,0.990636,0.538893,,,,,,,,
131007,1.36877,0.235745,1.07566,1.07809,0.348171,0.681999,0.32638,0.118691,-0.00422919,0.928459,null,,,,,,,,
131008,0.848212,0.236105,0.525365,0.780034,0.258226,0.785246,0.184986,0.619887,-0.187295,0.481183,0.184703,,,,,,,,
131009,1.24232,0.0844503,0.554501,1.09196,0.0657063,0.825589,0.630239,0.834937,0.846313,1.33767,0.948101,,,,,,,,
131010,1.01399,-0.172802,0.891507,1.3483,0.203348,-0.209512,1.40734,1.24556,1.72717,2.74149,1.9328,,,,,,,,
131011,-0.129826,0.0942668,1.08329,0.950431,0.346914,0.13302,1.38173,0.62253,0.793465,2.42347,1.1979,,,,,,,,
131012,0.156501,0.390256,-0.258329,null,0.377584,0.0878391,-0.271683,-0.0558154,-0.0488398,0.573836,-0.350439,,,,,,,,
131013,1.65695,-0.0321423,1.06227,0.519371,0.151598,0.602609,0.19479,-0.438284,-0.0552101,0.0722206,-0.387012,,,,,,,,
131014,-0.796947,-0.326621,-0.669677,-0.952134,-0.45826,-0.795892,0.165928,-0.435622,0.124398,-0.703568,-1.14688,,,,,,,,
131015,1.70893,-0.0347989,1.12187,0.682029,-0.399048,0.190797,1.9638,-0.0618437,0.439893,2.48486,0.545651,,,,,,,,
131101,-0.174802,0.104727,0.884231,0.710907,0.253185,0.894035,1.92079,1.13741,0.198402,1.1977,-1.33571,,,,,,,,
131102,null,0.108745,0.394482,null,null,0.930459,null,null,null,null,null,,,,,,,,
131103,1.02928,0.162226,1.05741,1.08287,0.166055,0.210379,1.11687,0.326912,0.364689,1.50553,0.658075,,,,,,,,
131104,1.15414,0.197746,0.821357,1.42996,0.375631,0.105696,0.630142,0.738253,0.702122,1.95575,1.91256,,,,,,,,
131105,-0.950664,-0.00583034,-0.539379,null,-0.196976,0.362066,-0.947706,-0.931077,-0.442055,-1.42792,-0.999068,,,,,,,,
131106,-1.20656,0.0112389,-0.389886,null,-0.266235,0.132869,-1.62932,-0.485297,-0.753421,-2.00396,-1.56159,,,,,,,,
131107,1.47565,0.0689591,0.994241,0.794733,0.116828,0.170677,0.371551,0.437978,0.361293,1.62771,0.779567,,,,,,,,
131108,0.868618,0.0708663,0.0939567,null,-0.15726,1.00941,-0.470138,0.263752,-0.158861,0.494799,0.118473,,,,,,,,
131109,0.616773,0.167298,0.142339,0.200258,0.286555,0.763709,-0.469668,0.4814,0.085771,0.290605,0.236014,,,,,,,,
131110,-0.315568,0.0903625,-0.696376,-0.418665,-0.047918,0.227869,-0.795314,-0.0556996,0.285687,-0.491676,-0.672996,,,,,,,,
131111,-0.111945,0.198707,0.157911,null,0.164403,0.280906,-0.335285,0.0162579,0.193612,-0.101724,-0.679685,,,,,,,,
131112,1.19732,0.274296,0.901117,0.611555,0.252917,0.694212,0.936882,0.19375,0.433244,1.81944,0.585104,,,,,,,,
131113,0.0635915,0.0745406,0.0984599,0.194108,0.279663,-0.0410668,-0.0946097,0.0780932,0.0612557,-0.0129924,-0.212073,,,,,,,,
131114,-0.187118,-0.00957559,-0.0204749,-0.234887,0.104601,-0.341183,0.714618,0.195069,0.518906,0.758278,0.436546,,,,,,,,
131115,0.764255,-0.079816,0.342138,0.894641,-0.177051,0.138445,0.866687,-0.136249,0.32476,1.13602,0.0161243,,,,,,,,
131201,0.579287,0.210846,1.12582,1.07118,0.302817,0.453896,0.442704,0.265789,0.0272536,0.0922865,null,,,,,,,,
131202,1.25671,0.524347,1.09441,0.693241,0.571492,0.875658,0.544325,0.422605,-0.269982,0.0966792,0.221221,,,,,,,,
131203,-0.124134,0.00859036,0.080857,0.20877,-0.329683,0.0981451,-0.293156,-0.70162,0.0946682,-1.33715,-0.854575,,,,,,,,
131204,-1.33304,-0.0737026,-0.114321,-0.373324,null,-0.212978,null,-0.113541,null,null,-0.205452,,,,,,,,
131205,-0.301225,-0.0139115,-0.117956,-0.974595,0.124634,-0.538202,-1.83112,-0.0103765,0.308591,-0.237787,0.257934,,,,,,,,
131206,0.11738,-0.144169,-0.0916971,-0.892134,-0.7639,0.768743,0.372549,-0.508889,0.180611,0.26674,0.155833,,,,,,,,
131207,1.12663,-0.0248192,1.08116,0.876653,-0.00201701,0.822571,0.315394,0.4823,0.300515,1.43233,0.647401,,,,,,,,
131208,-0.425515,0.00310984,-0.411539,null,0.149436,-0.0128108,-0.414562,0.285175,0.165034,0.804622,-0.152194,,,,,,,,
131209,-0.97622,-0.122461,-0.897568,-0.937467,-0.0615086,-1.23317,-1.10425,0.0241777,-0.469149,-0.823297,-0.852309,,,,,,,,
131210,0.47335,0.1365,0.512396,0.143728,0.341028,0.250177,-0.46795,0.26525,0.647039,0.308422,0.0309029,,,,,,,,
131211,-0.788638,-0.275114,-0.542254,-1.02876,-0.72689,-0.123236,-1.27236,-0.467534,0.159053,-0.58687,-1.39613,,,,,,,,
131212,0.630288,0.464443,0.507393,0.582395,0.834719,0.315623,0.362474,0.540824,0.696859,0.77712,0.847687,,,,,,,,
131213,null,-0.193124,0.380318,0.135749,0.0166639,-0.197687,0.422277,-0.119022,0.208888,0.446023,0.134141,,,,,,,,
131214,-0.804056,-0.333054,-0.966412,-0.271996,-0.474398,-0.378291,0.386422,-0.484181,0.0769673,0.617763,-0.461045,,,,,,,,
131215,0.688442,-0.126659,0.153806,0.628736,-0.249824,0.444394,0.48215,-0.577985,0.0691198,-0.152424,-0.904729,,,,,,,,
131301,-1.7638,-0.269066,-1.19284,-0.866097,-0.496887,-0.948629,-1.63453,-0.325152,-0.855387,-2.39136,null,,,,,,,,
131302,0.458985,0.382465,0.74579,0.886693,0.411183,0.436603,0.347492,-0.0589411,null,null,null,,,,,,,,
131303,-0.523186,-0.0668677,-0.143332,-0.399409,-0.0668103,-0.507249,null,-0.241551,null,null,0.165574,,,,,,,,
131304,-1.4541,-0.526845,-1.56071,-1.67502,-1.16097,-1.04645,-0.968877,-0.688972,0.0513891,-1.06537,-1.16635,,,,,,,,
131305,-1.54033,-0.443861,-0.982508,-0.539719,-1.14995,-1.74602,-0.791108,-0.640204,-0.228811,-0.672476,-0.73226,,,,,,,,
131306,0.163216,0.123594,0.131743,null,0.16679,-0.278636,null,null,null,null,null,,,,,,,,
131307,-1.83817,-0.203645,-1.5242,-0.499384,-0.592788,-0.269373,-1.10852,-0.144268,-0.814324,-1.39747,-1.40777,,,,,,,,
131308,-0.82477,0.0164688,-0.0154891,0.929405,-0.0173371,0.128011,-0.153891,0.166544,-0.132334,0.288506,-0.132004,,,,,,,,
131309,0.678655,0.243124,0.040201,0.245224,0.0804124,0.666917,null,0.341998,0.25636,null,null,,,,,,,,
131310,0.888237,0.786799,0.687347,0.715896,0.232421,0.87423,-0.0214504,0.303434,null,0.841714,0.0924193,,,,,,,,
131311,0.800056,0.0132999,0.810933,1.09037,0.260898,0.206719,0.0571435,0.357261,0.607745,1.38113,0.229244,,,,,,,,
131312,0.62835,0.0211512,0.365376,-0.83466,0.246755,0.526789,-0.1699,0.0924458,0.429522,0.688134,-0.473458,,,,,,,,
131313,1.50847,0.303913,1.17398,1.23925,0.434973,1.15337,1.38789,0.556768,1.04784,2.70946,1.06018,,,,,,,,
131314,-1.00758,-0.287377,-1.43555,-1.66275,-0.658874,-0.470252,0.0783565,-0.209979,0.183078,-0.550797,-0.898114,,,,,,,,
131315,1.23535,0.214022,0.716858,1.19559,0.662499,-0.171492,1.4367,-0.0198233,1.13007,1.79882,1.30435,,,,,,,,
131401,0.497953,0.0384068,0.654051,null,0.283709,0.0913166,-0.228834,-0.241755,0.125571,-0.563711,null,,,,,,,,
131402,-1.00849,0.0868582,-0.311648,-0.740783,-0.189049,0.0340708,null,-0.352261,-0.2303,-1.77465,-0.686497,,,,,,,,
131403,-0.652771,0.154486,-0.142497,-0.335267,0.00248439,0.0491768,-0.650588,-0.249806,-0.329659,-1.33996,-0.76836,,,,,,,,
131404,0.65484,0.330031,0.684918,0.203193,0.186881,0.418704,0.345216,0.541948,0.249245,0.208036,0.429395,,,,,,,,
131405,0.120685,0.0132381,0.309598,-0.188342,-0.0976541,-0.293207,-0.380444,0.383551,0.595818,0.36096,0.00164669,,,,,,,,
131406,-0.975268,-0.130811,-0.149089,null,-0.311518,-0.00981999,-0.710441,-0.402786,-0.359036,-1.96456,-1.41613,,,,,,,,
131407,-0.33755,0.180071,-0.29894,null,0.364426,0.0533863,0.0527772,0.611902,0.169034,0.236576,-0.313704,,,,,,,,
131408,0.727625,0.089245,0.489856,0.769343,0.142334,0.890924,1.45384,0.742069,0.972608,1.81893,1.25061,,,,,,,,
131409,0.995547,-0.0536338,0.379083,0.457886,0.0356715,0.668803,0.745993,1.26322,0.694466,1.56152,1.43651,,,,,,,,
131410,1.26716,0.328103,1.17481,0.779203,0.0807281,0.978046,1.12036,0.722099,1.18975,1.43059,0.497811,,,,,,,,
131411,1.51113,0.466199,1.21131,0.301282,0.943401,0.965031,1.05926,2.36032,2.61799,3.51599,3.2797,,,,,,,,
131412,1.33925,0.329264,0.657734,1.13037,0.535489,0.780228,0.31504,0.649075,0.670854,1.99739,0.774962,,,,,,,,
131413,-1.6654,-0.609066,-2.23235,-2.4627,-1.03204,-1.14591,-1.66648,-0.709913,-0.366232,-1.13185,-1.45976,,,,,,,,
131414,0.390861,0.194932,0.315556,-0.0199405,0.449467,0.193536,1.15362,0.756763,1.09641,2.11049,0.674838,,,,,,,,
131415,-2.58526,-1.16695,-3.03,-2.79779,-1.66357,-1.00396,0.0205017,-1.33295,0.158314,-0.696582,-1.12999,,,,,,,,
131501,-0.569488,-0.366314,-0.388308,-0.852108,-0.720205,-0.622261,-0.734027,-0.343787,-0.437343,-1.00439,-2.60817,,,,,,,,
131502,-0.205103,0.139989,0.0535286,0.126302,-0.0251642,-0.0503314,-0.250011,0.490047,0.602818,-0.159805,-0.0390269,,,,,,,,
131503,-1.34297,-0.0426341,-0.320563,-0.46883,-0.219411,-0.270924,-0.703345,0.104517,-0.249503,-0.63191,-0.434179,,,,,,,,
131504,-1.28522,-0.331945,-1.04517,-1.48639,-0.635487,-1.14378,-1.68967,-0.975499,-0.772951,-2.12571,-1.79798,,,,,,,,
131505,-3.08213,-0.694194,-1.73943,-2.28242,-1.1789,-1.78731,-2.51491,-1.22108,null,-2.899,-2.10162,,,,,,,,
131506,-2.66562,-0.374857,-2.53412,-0.955079,-1.05074,-1.00463,-1.98356,-0.621762,-0.599989,-2.61343,-2.13171,,,,,,,,
131507,-1.11868,-0.111864,-0.119184,0.489992,-0.258651,0.276814,-0.476552,0.213818,0.141416,-0.668882,-0.704351,,,,,,,,
